guess,exp_remaining,entropy,worst_case,partitions
nerka,689.3646315140302,5.099117985329888,1718,154
great,689.3678692568609,5.182843414179362,1639,168
sains,689.4042553191489,5.162747434573346,1915,146
cager,689.4617637989516,5.105159640233048,1821,148
aglet,689.4713228492137,5.077926070265141,1622,146
shura,689.5215849522048,5.103295565749116,1580,164
stove,689.6634289238359,4.930517291302968,1543,122
scent,689.6845513413506,5.118323079975462,1529,149
gages,689.695343817453,4.848261975567072,1411,119
teers,689.8105149552883,5.25943778292371,1841,166
hikes,689.9141227258712,5.088724706348343,1660,156
oasts,689.9398704902868,5.036325291352369,1691,140
scant,689.9788775824853,5.161247879350997,1725,155
inlet,690.2013567684243,5.099135396279875,1959,156
homas,690.2420598211532,5.157046381709754,1641,161
plier,690.354609929078,5.186062310985509,1992,155
yager,690.5168054270737,5.042642081236543,1735,146
paedo,690.7349676225717,5.023416027106892,1449,145
pends,690.7403638606229,5.17755597379075,1771,154
layed,690.8028060437866,5.1390330151724495,1800,160
purse,690.8123650940487,5.213418993064065,1587,170
gelds,690.8234659266111,5.140886007522242,1770,157
frets,690.904409497379,5.167886553001293,1680,167
peril,691.2035152636448,5.185644424033391,1992,161
sandy,691.3048103607771,5.164830801803288,1663,163
soote,691.3393462843046,5.115925075054156,1631,136
haled,691.3436632747456,5.145918623928528,1848,164
thale,691.395312981807,5.2055287136903425,1612,165
prest,691.8231575701511,5.194677941388339,1561,175
sudor,691.8655565834105,5.13284378031492,1751,154
grots,691.872648781992,5.209022390292862,1861,160
raged,691.9102682701202,5.180326497769513,1947,165
meril,692.0521122417515,5.171553652395847,1974,161
faves,692.2559358618563,4.896687599614493,1472,124
sials,692.4176688251619,5.167633727905659,1857,146
leman,692.5013876040703,5.120002120203405,1628,159
prems,692.5658341042245,5.158619632962999,1678,153
pions,692.6244218316374,5.248707059898275,1970,168
jakes,693.0416281221092,4.84293664437587,1483,126
chase,693.0641381436941,5.120518402280806,1341,160
taroc,693.1512488436633,5.158562859293033,1927,158
sowed,693.2210915818687,5.111239167165031,1729,154
rests,693.2880049337034,5.122726745849254,1841,136
sewin,693.4970706136294,5.086047507185585,1556,152
trogs,693.8792784458834,5.18615437331854,1861,157
spule,693.9078014184397,5.151446965872277,1649,169
tsadi,693.9438791242677,5.00258740876965,1626,138
cedar,693.9586802343509,5.165726141531046,1829,162
deads,693.9633055812519,4.952439067827673,1397,136
tegus,693.9850447116867,5.109625958865587,1652,151
frise,694.027443724946,5.105017879061495,1625,163
felts,694.1757631822387,5.163746910781765,1740,166
leare,694.2170829478878,5.167704723532216,1936,144
syned,694.340888066605,5.125866898138597,1663,165
aspro,694.3533765032378,4.97862161479248,1429,143
hands,694.3751156336725,5.135145222248288,1755,162
ronde,694.4404872032069,5.253912548886844,2065,172
ablet,694.5741597286464,5.07657822991735,1649,146
ruses,694.7332716620414,5.0709800710502515,1845,144
yuans,694.7491520197348,5.114583860905651,1642,151
cruse,694.9267653407339,5.154855340510883,1630,167
eater,694.9813444341659,5.069755881713404,1968,144
jeons,695.0507246376811,4.932377515979026,1515,126
drone,695.0871106999691,5.248935691377275,2065,166
shalt,695.1003700277521,5.235885105337012,1824,166
faine,695.3344125809435,5.098315762079725,1637,154
parks,695.5131051495529,5.2278911010292655,1948,159
straw,696.1398396546408,5.02982688201015,1745,134
radon,696.1944187480727,5.113212427500927,1883,159
sneer,696.4418748072773,5.106568667058301,1688,147
pious,696.450200431699,5.0980265900881925,1885,144
older,696.6330558125193,5.107690738902533,1925,150
oaked,696.9164353993216,4.951095717488778,1332,128
drail,696.9415664508172,5.158277101467004,1922,167
zines,697.2471477027444,5.017487668987922,1621,144
urali,697.2530064754857,5.001258534907643,1701,147
anker,697.4110391612704,5.023416665132687,1718,147
olein,697.4572926302806,5.066579978632511,1621,155
rudis,697.5064754856614,5.164267769518364,1769,161
touns,697.5148011100832,5.291416402915993,2075,166
namus,697.6413814369411,5.129867324689978,1877,161
scram,697.7081406105458,5.060041762988837,1711,151
sards,697.7107616404563,5.099744586113218,1911,131
blear,697.7602528522973,5.113893336163949,1677,169
entia,697.8886833179155,5.1116275518902565,1689,163
apert,697.9159728646315,5.138309528357553,1584,177
triad,698.113937711995,5.231558691201838,1985,166
bayer,698.245760098674,5.063113039873738,1763,155
balus,698.5049337033611,5.179794876532092,1921,171
urine,698.5423990132593,5.122421635311423,1766,153
raked,698.5425531914893,5.121193386651439,1940,145
silex,698.8569226025285,4.997664777596672,1646,131
breds,698.872802960222,5.1403225133630315,1764,159
tonus,698.8934628430466,5.284973056713637,2075,172
lamed,699.0144927536232,5.163635811458719,1913,165
pynes,699.13613937712,5.129797715740115,1599,160
feral,699.1429232192414,5.083637448408499,1748,162
verso,699.2032069071847,4.969912033582498,1563,145
crags,699.2340425531914,5.129060241142741,1691,145
swage,699.3083564600678,4.991832704458089,1302,139
iches,699.3097440641382,4.940492384082119,1591,128
sarus,699.372648781992,5.112707971336659,1952,139
motel,699.4164353993216,5.1393196433559485,1947,156
dreks,699.5693802035153,5.1286109173305165,1802,151
recks,699.6370644465002,5.0721900635476596,1727,138
locie,699.6584952204748,5.170132344460656,1737,157
doses,699.6762257169288,5.091915620237691,1857,138
toker,699.6922602528523,5.096405100064471,1992,143
ethos,699.7331174838113,5.013816326603719,1688,133
akees,699.7388220783225,4.975953025112049,1515,125
preys,699.8250077089115,5.104802186595853,1503,161
ravel,699.9827320382362,5.016285994024777,1891,158
duces,700.1470860314523,5.143162485253514,1750,159
cease,700.2166204131977,5.0412040030372305,1550,134
saran,700.2671908726488,5.163079693725986,1841,148
babes,700.3015726179464,4.829259946636697,1434,131
izars,700.3970089423374,4.860867944393616,1521,113
afire,700.5294480419365,5.0421282602653,1552,136
drape,700.6042244835029,5.2056349228794065,1850,158
dhals,700.6376811594203,5.131453466170928,1728,156
boeps,700.795559666975,5.112536419028865,1648,141
ileac,700.8598519888992,4.973526075475693,1506,134
roust,700.9216774591428,5.1900860069766575,1713,166
girts,700.9600678384212,5.2354591916685225,1940,165
types,701.013567684243,5.124365385653953,1651,164
jatos,701.0232809127351,4.906422389814424,1646,133
blate,701.2790625963614,5.167299545474574,1649,166
yenta,701.3024976873265,5.102936681249273,1515,155
tuner,701.3519888991674,5.187982449806332,2072,164
basti,701.4421831637372,5.083653883710574,1595,156
pimas,701.4693185322233,5.1837702080035974,1772,163
swine,701.5177304964539,5.1016510439429545,1556,157
vegas,701.5456367560901,4.9285341219954955,1366,146
smoke,701.6470860314523,5.02039529142174,1567,143
soces,701.6981190255935,5.063998090537062,1765,145
lefts,701.7567067530065,5.103528856399643,1740,154
ashes,701.7625655257477,4.8523169050044,1410,115
wadis,701.763798951588,5.058183126933337,1700,151
caned,701.808973172988,5.1854445369775615,1897,165
bikes,702.0086339808819,5.065776034178668,1707,149
tabus,702.2073697193956,5.133695545439917,1899,160
kibes,702.2246376811594,5.0689758150607265,1707,151
calms,702.2883132901634,5.19391198596342,1955,160
amine,702.2960222016651,5.122741959487288,1540,158
woads,702.3208448967006,5.063007514137403,1607,154
alike,702.3220783225408,5.119839420739155,1515,157
hated,702.4081097748998,5.093955401534694,1817,150
sados,702.4102682701202,4.989346322057284,1736,136
gated,702.4631514030219,5.07152005776401,1813,143
dorms,702.7600986740672,5.208940285535133,1877,158
varus,702.7658032685785,5.034167018180334,1809,147
oxers,702.7876965772433,4.837986055283594,1478,117
molts,702.8617021276596,5.249047372669059,2047,163
sirra,702.8834412580943,5.014709474756178,1586,132
tenes,702.8845205057046,5.23981891008933,1907,160
lowse,703.0251310514956,5.051653601926939,1521,149
jails,703.2434474252235,4.987336715564577,1812,128
setup,703.2950971322849,5.09376107818803,1704,142
nukes,703.3291705211224,5.066322815321553,1724,143
paned,703.381436941104,5.172597796025366,1907,159
asked,703.6376811594203,4.93453417219146,1433,135
moira,704.0405488744989,5.143795751524262,1773,164
toney,704.0624421831637,5.203756397974183,1950,163
runts,704.1665124884366,5.221308312920244,1879,165
daker,704.2050570459451,5.1024069566197285,1940,146
taver,704.2719703977798,5.047828402908859,1916,142
pager,704.4115016959605,5.103935276463501,1875,156
spent,704.7947887758248,5.133031886104541,1569,156
tansy,704.9037927844588,5.190478017365719,1837,171
moria,704.9298489053346,5.170891286159782,1773,167
barde,704.9440333024977,5.2357287364538685,1989,176
swart,704.9747147702744,5.107814863300396,1745,160
maiks,705.0357693493679,5.149072647238171,1869,164
timer,705.0781683626273,5.188462126569602,2115,164
rainy,705.0991366019118,5.146592461531784,2031,155
coria,705.1941103916128,5.192376049392965,1791,168
rueda,705.2349676225717,5.100533305349495,1554,151
storm,705.382053654024,5.040037904260624,1815,144
besti,705.4253777366636,5.065551551366963,1598,150
cours,705.4984582176996,5.217398302240244,1889,168
laver,705.5292938637065,5.0040313536180765,1891,162
debts,705.5471785383904,5.106196043902419,1811,144
colts,705.6990440949738,5.267054980884257,2042,165
trope,705.8012642614863,5.203723244395206,1953,167
trips,705.9511255010792,5.244063212196349,1956,166
menta,706.0074005550416,5.1415814896915535,1590,161
fides,706.0530373111317,5.091304916816096,1770,159
anger,706.1066913351834,5.078974580984832,1745,163
cords,706.1345975948196,5.223415819691999,1834,168
skyre,706.2881591119334,4.942110103884251,1551,137
calps,706.3122109158187,5.2003612324809065,1954,162
souse,706.3367252543941,4.994131191606264,1535,131
arnas,706.4554424915202,5.108467840870602,1841,150
waves,706.4665433240826,4.90875847202115,1531,132
harks,706.4747147702744,5.151764833351469,1906,159
swail,706.5166512488437,5.046635481860175,1686,153
steer,706.5781683626273,5.101041420125764,1841,142
sport,706.5889608387296,5.16312179322646,1892,167
bergs,706.8529139685477,5.1224334864521515,1748,151
wases,706.9605303731113,4.948309228469741,1582,135
minos,706.9901325932778,5.201384536482991,1958,163
lenti,707.0041628122109,5.141325953259387,1959,147
relic,707.1614246068455,5.054836599970969,1951,143
fices,707.1766882516189,5.0311681511217,1678,149
novas,707.2739747147702,4.97771145754077,1603,145
anime,707.2856922602529,5.111428528013911,1540,156
padle,707.2934011717546,5.179303593491265,1878,161
citer,707.2972556275054,5.19742157217136,2109,165
caber,707.3162195497996,5.1022929155923915,1863,156
bomas,707.3879124267653,5.119899664307535,1679,159
yelms,707.4084181313599,5.086064909799659,1544,154
norks,707.4693185322233,5.138278501389359,1861,157
scrap,707.4759481961147,5.058173810489543,1724,148
vials,707.5296022201666,5.084319027516011,1754,163
cleat,707.5690718470552,5.151785943405168,1668,167
racks,707.6151711378353,5.108468923061176,1867,142
gaper,707.7901634289238,5.081246813775791,1875,153
coses,707.9724020968239,5.040209870277535,1765,139
reamy,708.014030218933,5.105059798892389,1666,163
lawns,708.0652173913044,5.094408346716225,1902,151
kaims,708.2539315448658,5.114072995065393,1869,158
gytes,708.300030835646,5.030370177783506,1606,146
barye,708.3855997533149,5.112389200366667,1763,158
raphe,708.3896083872958,5.071586727581574,1783,139
morat,708.413968547641,5.206421566787713,1900,168
acred,708.4565217391304,5.1745098615656255,1829,165
snarf,708.4969164353993,4.962766307373965,1646,129
sidha,708.6441566450817,5.026276207464277,1508,149
doves,708.6486278137527,5.048645989103159,1774,147
bouse,708.7102991057662,5.078483210237822,1377,151
reate,708.7895467160037,5.192361774915614,1968,145
tride,708.7927844588344,5.247003439522868,2182,162
saist,709.1803885291397,5.1165793270529525,1891,143
anoas,709.213999383287,4.989750496287981,1727,125
ikans,709.2303422756706,5.035107895436618,1724,144
yauds,709.2480727721246,5.0264573223108275,1657,145
heard,709.250385445575,5.150430025336999,1836,164
paiks,709.368177613321,5.1622990830870945,1879,160
alkie,709.7303422756706,5.082055491073929,1515,153
moral,709.7949429540549,5.136561779368874,1863,167
gamer,709.9252235584336,5.095717605835826,1884,159
coral,709.936478569226,5.1596318174913245,1881,167
suety,709.9930619796485,5.159078482302481,1699,158
signa,710.1823928461301,5.153337784726767,1642,159
intel,710.2332716620414,5.026549453888041,1959,153
royal,710.2462226333641,5.032373265571027,1724,148
scald,710.3293246993525,5.070675751264636,1678,150
lidar,710.3806660499538,5.1225791506413145,1922,162
miter,710.4915201973481,5.172587831154823,2115,161
scorn,710.5567375886525,5.059900843608582,1686,150
prone,710.6745297563984,5.1736083266189965,1923,165
hosta,710.7156953438174,5.129106102739684,1467,166
dorps,710.777212457601,5.2154525246933225,1916,163
aruhe,710.9162812210916,5.048154058767791,1512,131
renga,711.0383903792784,5.116670389163416,1745,161
wrate,711.1148627813752,5.153755335609333,1798,172
kamis,711.2329633055813,5.110913043042838,1869,163
grays,711.2869256860931,5.04274624232947,1581,141
makis,711.3307123034227,5.111012856875219,1869,170
pulas,711.3714153561517,5.249092271311769,1870,187
thans,711.4801110083256,5.225445394244116,1875,167
mease,711.5057045945113,5.0337797783974665,1535,144
wides,711.5826395312981,5.098368669478091,1790,163
hends,711.685938945421,5.104061796866077,1707,161
coves,711.81806968856,4.997840500110098,1682,138
spoil,712.0353068146778,5.099087154389003,1850,148
sleet,712.1993524514338,5.1704286480933614,1889,154
arced,712.2200123342584,5.184545362122069,1829,167
maned,712.304502004317,5.155312010669922,1930,164
crabs,712.3979340117176,5.107136726185675,1731,150
ovals,712.6173296330558,4.918312236775695,1563,142
noule,712.695652173913,5.119735220286078,1799,148
tuile,712.7371261177922,5.201910013166565,1845,160
crone,712.7849213691027,5.1791694628297416,1928,165
snars,712.9653098982424,5.01000455650663,1841,125
mahoe,713.154640764724,4.992900239048375,1723,142
notal,713.2266419981498,5.089965716740205,1821,149
tyler,713.3424298489053,5.057069795640177,2024,140
heron,713.3993216157878,5.058658022125968,1890,152
basin,713.404409497379,5.097614844166767,1717,162
rayon,713.541011409189,5.019589092499734,1843,151
brays,713.5615171137836,5.040282610556224,1584,146
towse,713.6236509404872,5.071531688628227,1528,157
haute,713.6336725254394,5.123339178393026,1763,155
trash,713.8098982423681,5.1571140040569725,1668,166
horal,713.8447425223559,5.073494234579451,1834,155
radge,713.8960838729571,5.138464308717663,1947,164
howes,713.9196731421523,5.036262870147764,1693,149
kepis,713.9205982115325,5.074501572499458,1716,154
pease,713.9634597594819,5.043733488046685,1504,144
garbs,714.0653715695344,5.119513996964054,1849,155
kilos,714.0935861856306,5.1341473749716755,1943,160
triol,714.154794942954,5.116316665772001,2017,162
stere,714.2249460376195,5.092258947701107,1841,146
molar,714.2668825161887,5.1400327214037285,1863,165
canst,714.3008017267962,5.16870397810702,1768,154
ragde,714.5012334258403,5.141047277534518,1947,168
toned,714.5146469318532,5.233768030039095,2147,166
repot,714.6689793401172,5.109032937994248,1953,156
caron,714.7098365710762,5.148748438788698,1987,175
alifs,714.7167745914277,5.071156385986699,1699,154
regna,714.7323465926611,5.111620072032419,1745,165
thens,714.8280912735122,5.178253987046616,1630,167
aiver,714.8336416897934,4.97799533186239,1617,152
auger,714.9303114400246,5.062955237986321,1589,164
maron,715.1614246068455,5.1155547104903905,1959,168
rowie,715.2212457600987,5.018410769161442,1700,135
gnats,715.8314831945729,5.143403995844933,1834,157
kagos,715.9693185322233,4.986493569255803,1738,135
passe,716.0960530373111,4.983758468280165,1401,144
voces,716.1040703052729,4.971664222910625,1682,140
flare,716.1165587419057,5.071935981207529,1748,163
manor,716.1571076164046,5.10203700741591,1959,160
camel,716.1658957755164,5.110868784655063,1855,156
grams,716.2610237434475,5.098610235183919,1792,154
bands,716.4626888683318,5.104048963619912,1818,147
poral,716.6006783842122,5.154391978650391,1881,166
koaps,716.668208448967,5.098081374205468,1750,152
alias,716.7907801418439,5.099676972445118,1857,146
